person_age,monthly_income_sar,home_ownership,employment_status,loan_amnt_sar,loan_int_rate,loan_percent_income,monthly_obligation_sar,dbr,eligible_sama
66,12898.6,mortgage,retired,26625.0,11.01,0.15,1934.79,0.15,1
73,4484.11,own,retired,23250.0,7.9,0.33,1479.76,0.33,0
63,11282.44,rent,retired,22500.0,14.84,0.15,3948.85,0.35,0
72,12107.56,rent,retired,30000.0,7.66,0.16,4358.72,0.36,0
67,5605.97,rent,retired,18750.0,12.42,0.2,2242.39,0.4,0
72,5628.83,rent,retired,8437.5,13.49,0.11,1744.94,0.31,0
66,15807.32,rent,retired,18750.0,10.39,0.07,4267.98,0.27,0
64,15421.4,mortgage,retired,20625.0,10.71,0.11,1696.35,0.11,1
66,5017.49,rent,retired,13125.0,8.59,0.21,2057.17,0.41,0
62,19365.25,mortgage,retired,36000.0,7.14,0.15,2904.79,0.15,1
71,12735.98,rent,retired,24750.0,8.0,0.13,4202.87,0.33,0
61,10330.2,rent,retired,13125.0,13.99,0.07,2789.15,0.27,0
65,16050.08,rent,retired,33750.0,14.96,0.17,5938.53,0.37,0
61,9958.03,mortgage,retired,18750.0,13.79,0.13,1294.54,0.13,1
62,25019.38,rent,retired,63750.0,16.77,0.21,10257.94,0.41,0
65,15448.6,mortgage,retired,26250.0,6.03,0.14,2162.8,0.14,1
64,17801.3,mortgage,retired,30000.0,17.58,0.13,2314.17,0.13,1
67,14491.32,own,retired,28125.0,7.05,0.13,1883.87,0.13,1
68,20073.49,mortgage,retired,37500.0,12.99,0.13,2609.55,0.13,1
70,25794.21,rent,retired,5625.0,6.99,0.02,5674.73,0.22,1
62,11850.62,mortgage,retired,30000.0,14.11,0.17,2014.6,0.17,1
71,12919.28,rent,retired,31500.0,7.9,0.15,4521.75,0.35,0
69,10593.88,rent,retired,16875.0,7.29,0.12,3390.04,0.32,0
62,21589.04,mortgage,retired,117375.0,11.71,0.44,9499.18,0.44,0
62,10366.39,rent,retired,11250.0,12.21,0.08,2902.59,0.28,0
72,24696.36,rent,retired,18750.0,5.79,0.06,6421.05,0.26,0
72,64142.9,mortgage,retired,75000.0,14.27,0.07,4490.0,0.07,1
65,9819.63,rent,retired,50437.5,12.61,0.38,5695.39,0.58,0
74,13426.69,own,retired,13500.0,9.99,0.08,1074.14,0.08,1
74,11981.62,rent,retired,18750.0,12.87,0.1,3594.49,0.3,0
60,13248.47,mortgage,retired,43125.0,11.83,0.23,3047.15,0.23,1
66,12895.9,own,retired,30000.0,12.69,0.19,2450.22,0.19,1
71,17551.78,rent,retired,68343.75,10.74,0.3,8775.89,0.5,0
60,19770.75,own,retired,6000.0,15.23,0.02,395.42,0.02,1
73,51550.46,rent,retired,18750.0,11.01,0.03,11856.61,0.23,1
64,15465.98,mortgage,retired,42000.0,7.42,0.18,2783.88,0.18,1
74,16569.58,rent,retired,18000.0,11.12,0.07,4473.79,0.27,0
69,22290.94,mortgage,retired,36000.0,9.2,0.13,2897.82,0.13,1
72,12335.18,rent,retired,18750.0,14.96,0.12,3947.26,0.32,0
67,16717.52,rent,retired,15000.0,19.29,0.07,4513.73,0.27,0
63,23569.52,mortgage,retired,15000.0,5.42,0.05,1178.48,0.05,1
64,25558.34,rent,retired,21000.0,11.12,0.06,6645.17,0.26,0
63,8239.84,mortgage,retired,17812.5,13.57,0.15,1235.98,0.15,1
71,19713.99,rent,retired,18000.0,7.9,0.07,5322.78,0.27,0
71,10346.35,rent,retired,18750.0,11.01,0.14,3517.76,0.34,0
73,14223.13,mortgage,retired,37500.0,9.32,0.2,2844.63,0.2,1
63,21479.49,mortgage,retired,18750.0,11.01,0.07,1503.56,0.07,1
71,16940.36,rent,retired,27000.0,11.01,0.13,5590.32,0.33,0
67,12848.67,rent,retired,40500.0,13.99,0.21,5267.96,0.41,0
61,25191.91,rent,retired,67500.0,11.01,0.18,9572.92,0.38,0
60,13866.87,own,retired,37500.0,11.12,0.16,2218.7,0.16,1
62,4957.57,rent,retired,6750.0,6.92,0.1,1487.27,0.3,0
68,10037.58,rent,retired,40500.0,8.88,0.24,4416.54,0.44,0
63,10094.52,rent,retired,30000.0,14.3,0.21,4138.75,0.41,0
69,20414.5,rent,retired,20625.0,12.73,0.07,5511.92,0.27,0
64,10348.18,rent,retired,41250.0,15.99,0.26,4760.16,0.46,0
61,26356.7,rent,retired,93750.0,15.21,0.26,12124.08,0.46,0
63,11532.77,mortgage,retired,30000.0,11.01,0.15,1729.92,0.15,1
61,17588.09,rent,retired,23250.0,11.01,0.08,4924.66,0.28,0
74,4899.29,rent,retired,18750.0,8.0,0.3,2449.65,0.5,0
61,14009.69,mortgage,retired,33750.0,5.79,0.16,2241.55,0.16,1
63,7931.77,rent,retired,27000.0,10.59,0.21,3252.03,0.41,0
65,17768.2,rent,retired,30000.0,11.01,0.12,5685.82,0.32,0
66,9907.86,rent,retired,26250.0,5.99,0.21,4062.22,0.41,0
69,44166.01,rent,retired,37500.0,14.96,0.05,11041.5,0.25,1
62,18294.96,mortgage,retired,32625.0,7.05,0.13,2378.34,0.13,1
62,8424.95,rent,retired,28125.0,9.99,0.2,3369.98,0.4,0
69,12746.49,mortgage,retired,56250.0,12.86,0.26,3314.09,0.26,0
65,25360.28,rent,retired,30000.0,13.79,0.08,7100.88,0.28,0
72,10888.12,rent,retired,49875.0,7.66,0.33,5770.7,0.53,0
71,8265.59,own,retired,18750.0,12.21,0.17,1405.15,0.17,1
62,12908.1,mortgage,retired,12000.0,9.63,0.07,903.57,0.07,1
72,38250.87,rent,retired,67500.0,12.53,0.15,13387.81,0.35,0
61,9546.18,rent,retired,9375.0,10.99,0.07,2577.47,0.27,0
67,30153.95,rent,retired,41250.0,5.42,0.09,8744.65,0.29,0
64,57271.85,mortgage,retired,93750.0,16.0,0.13,7445.34,0.13,1
74,12604.49,rent,retired,75000.0,12.99,0.39,7436.65,0.59,0
60,12192.86,rent,retired,13125.0,13.99,0.07,3292.07,0.27,0
62,17984.19,rent,retired,75000.0,13.22,0.25,8092.88,0.45,0
69,13209.88,rent,retired,18750.0,13.79,0.08,3698.77,0.28,0
67,23386.84,rent,retired,30000.0,11.14,0.11,7249.92,0.31,0
63,24137.69,rent,retired,93750.0,15.21,0.31,12310.22,0.51,0
73,14700.85,rent,retired,67500.0,14.46,0.35,8085.47,0.55,0
66,10985.94,mortgage,retired,51187.5,7.51,0.32,3515.5,0.32,0
69,4385.5,rent,retired,22500.0,10.0,0.32,2280.46,0.52,0
71,13246.12,rent,retired,62812.5,11.99,0.3,6623.06,0.5,0
73,10060.69,rent,retired,13500.0,16.02,0.09,2917.6,0.29,0
73,15099.12,rent,retired,41250.0,16.29,0.2,6039.65,0.4,0
61,15332.42,rent,retired,28125.0,13.92,0.14,5213.02,0.34,0
66,9066.19,rent,retired,7500.0,12.99,0.06,2357.21,0.26,0
64,11977.01,rent,retired,20625.0,11.01,0.11,3712.87,0.31,0
64,22492.51,rent,retired,22500.0,11.01,0.08,6297.9,0.28,0
65,43505.9,rent,retired,78750.0,12.99,0.14,14792.0,0.34,0
72,16855.34,rent,retired,18750.0,14.74,0.08,4719.5,0.28,0
68,10215.38,rent,retired,7500.0,8.07,0.05,2553.85,0.25,1
73,10830.13,mortgage,retired,18750.0,5.79,0.12,1299.62,0.12,1
65,8976.54,rent,retired,15000.0,14.27,0.11,2782.73,0.31,0
71,16338.54,own,retired,54000.0,11.36,0.22,3594.48,0.22,1
72,20328.76,rent,retired,15000.0,7.75,0.06,5285.48,0.26,0
74,6030.5,rent,retired,6562.5,11.01,0.06,1567.93,0.26,0
73,12089.89,rent,retired,12000.0,14.35,0.06,3143.37,0.26,0
67,10831.03,rent,retired,26250.0,11.11,0.14,3682.55,0.34,0
66,14822.83,rent,retired,93750.0,11.36,0.38,8597.24,0.58,0
68,17600.95,rent,retired,3750.0,7.29,0.02,3872.21,0.22,1
63,29318.83,rent,retired,75000.0,11.01,0.19,11434.34,0.39,0
61,19437.07,rent,retired,27000.0,14.72,0.1,5831.12,0.3,0
66,15034.42,mortgage,retired,18000.0,12.42,0.07,1052.41,0.07,1
65,14583.36,rent,retired,24375.0,13.99,0.12,4666.67,0.32,0
60,9292.19,rent,retired,23437.5,14.84,0.18,3531.03,0.38,0
70,12925.26,own,retired,24375.0,10.28,0.12,1551.03,0.12,1
68,14876.13,own,retired,33750.0,11.01,0.16,2380.18,0.16,1
68,16598.48,rent,retired,11250.0,13.99,0.05,4149.62,0.25,1
71,17258.81,rent,retired,79687.5,6.91,0.34,9319.76,0.54,0
61,16334.23,mortgage,retired,88125.0,13.49,0.4,6533.69,0.4,0
62,26272.87,rent,retired,56250.0,7.49,0.13,8670.05,0.33,0
64,18545.45,mortgage,retired,37500.0,7.9,0.14,2596.36,0.14,1
64,31825.01,rent,retired,22500.0,16.49,0.05,7956.25,0.25,1
74,27343.12,rent,retired,18750.0,11.58,0.05,6835.78,0.25,1
60,12829.37,mortgage,retired,30000.0,5.42,0.19,2437.58,0.19,1
67,18741.78,mortgage,retired,37500.0,10.62,0.15,2811.27,0.15,1
71,9189.0,rent,retired,18750.0,13.23,0.13,3032.37,0.33,0
67,10006.92,rent,retired,9375.0,7.66,0.06,2601.8,0.26,0
63,16993.87,mortgage,retired,33000.0,11.11,0.14,2379.14,0.14,1
72,15067.02,own,retired,75000.0,11.01,0.29,4369.44,0.29,0
66,13706.31,mortgage,retired,22500.0,6.03,0.12,1644.76,0.12,1
74,20165.25,mortgage,retired,85312.5,11.01,0.35,7057.84,0.35,0
74,22834.87,rent,retired,21000.0,9.99,0.07,6165.41,0.27,0
70,15595.23,mortgage,retired,40500.0,10.99,0.18,2807.14,0.18,1
69,22025.51,rent,retired,30000.0,14.72,0.1,6607.65,0.3,0
62,6409.57,rent,retired,21000.0,10.75,0.23,2756.11,0.43,0
65,7765.88,mortgage,retired,22500.0,16.0,0.21,1630.83,0.21,1
73,18525.43,rent,retired,16500.0,16.77,0.07,5001.87,0.27,0
69,11983.02,mortgage,retired,7500.0,11.01,0.04,479.32,0.04,1
72,7682.01,own,retired,7875.0,8.38,0.08,614.56,0.08,1
69,27623.95,rent,retired,63750.0,12.53,0.19,10773.34,0.39,0
71,9619.6,rent,retired,22500.0,14.84,0.15,3366.86,0.35,0
73,11358.36,rent,retired,22500.0,7.49,0.12,3634.68,0.32,0
68,6991.53,rent,retired,24281.25,9.91,0.21,2866.53,0.41,0
60,12407.83,rent,retired,33750.0,7.14,0.16,4466.82,0.36,0
64,8996.5,rent,retired,18750.0,11.01,0.13,2968.85,0.33,0
63,10182.13,rent,retired,15000.0,14.54,0.11,3156.46,0.31,0
67,8969.62,mortgage,retired,37500.0,5.42,0.25,2242.4,0.25,1
70,6714.4,rent,retired,13125.0,11.01,0.13,2215.75,0.33,0
71,43193.64,rent,retired,18750.0,7.68,0.03,9934.54,0.23,1
60,9523.7,mortgage,retired,3000.0,7.37,0.02,190.47,0.02,1
68,19516.86,rent,retired,131250.0,14.27,0.53,14247.31,0.73,0
65,13270.77,own,retired,18750.0,12.72,0.09,1194.37,0.09,1
63,12712.47,mortgage,retired,25500.0,6.03,0.12,1525.5,0.12,1
71,12873.16,rent,retired,18750.0,5.42,0.11,3990.68,0.31,0
68,3626.66,rent,retired,3750.0,10.37,0.08,1015.46,0.28,0
70,21956.79,mortgage,retired,48375.0,11.14,0.18,3952.22,0.18,1
64,17903.85,mortgage,retired,45000.0,6.17,0.19,3401.73,0.19,1
74,12205.93,mortgage,retired,56250.0,15.99,0.36,4394.14,0.36,0
64,27237.99,rent,retired,22500.0,15.58,0.05,6809.5,0.25,1
71,17222.41,rent,retired,26250.0,6.92,0.1,5166.72,0.3,0
64,8064.14,rent,retired,27000.0,5.79,0.26,3709.5,0.46,0
60,9184.11,rent,retired,26250.0,12.69,0.22,3857.33,0.42,0
60,15549.33,own,retired,78750.0,6.17,0.42,6530.72,0.42,0
67,17252.9,rent,retired,75000.0,12.18,0.3,8626.45,0.5,0
71,4606.37,rent,retired,6750.0,6.92,0.1,1381.91,0.3,0
67,15302.58,rent,retired,33750.0,14.96,0.17,5661.95,0.37,0
71,11057.14,mortgage,retired,52500.0,6.54,0.32,3538.28,0.32,0
74,18251.26,rent,retired,28125.0,6.62,0.13,6022.92,0.33,0
74,37643.55,rent,retired,75000.0,10.74,0.16,13551.68,0.36,0
65,21685.74,rent,retired,33750.0,9.63,0.11,6722.58,0.31,0
71,21950.38,mortgage,retired,30000.0,7.51,0.11,2414.54,0.11,1
70,21118.47,mortgage,retired,22968.75,6.17,0.08,1689.48,0.08,1
72,15754.21,mortgage,retired,67500.0,11.11,0.26,4096.09,0.26,0
63,14089.45,rent,retired,21000.0,11.01,0.12,4508.63,0.32,0
61,11436.93,own,retired,37500.0,11.01,0.23,2630.49,0.23,1
73,28051.54,rent,retired,63750.0,10.99,0.18,10659.58,0.38,0
61,16408.6,mortgage,retired,18000.0,12.42,0.07,1148.6,0.07,1
68,23914.32,rent,retired,7500.0,14.27,0.03,5500.29,0.23,1
74,6347.76,rent,retired,18750.0,10.39,0.2,2539.1,0.4,0
64,7714.89,own,retired,18000.0,12.87,0.14,1080.08,0.14,1
63,21838.86,rent,retired,66000.0,12.99,0.24,9609.1,0.44,0
69,5379.7,own,retired,27750.0,13.85,0.31,1667.71,0.31,0
72,12126.66,rent,retired,26250.0,11.99,0.14,4123.06,0.34,0
60,8195.97,rent,retired,33281.25,10.59,0.33,4343.86,0.53,0
66,31312.78,rent,retired,78750.0,10.75,0.21,12838.24,0.41,0
62,4598.06,rent,retired,15000.0,5.79,0.24,2023.15,0.44,0
65,17973.66,own,retired,9375.0,9.91,0.04,718.95,0.04,1
64,13404.44,rent,retired,13500.0,14.72,0.07,3619.2,0.27,0
64,23066.39,rent,retired,15000.0,11.71,0.04,5535.93,0.24,1
70,16633.08,rent,retired,31500.0,8.94,0.13,5488.92,0.33,0
64,7043.56,own,retired,34687.5,10.65,0.37,2606.12,0.37,0
60,18010.31,mortgage,retired,48750.0,11.01,0.21,3782.17,0.21,1
60,17922.74,mortgage,retired,7875.0,11.49,0.03,537.68,0.03,1
62,10721.78,rent,retired,13125.0,11.01,0.1,3216.53,0.3,0
73,12278.32,rent,retired,16875.0,14.46,0.08,3437.93,0.28,0
71,3386.68,rent,retired,6562.5,9.99,0.14,1151.47,0.34,0
69,10193.72,mortgage,retired,9375.0,10.37,0.05,509.69,0.05,1
63,12267.48,rent,retired,23625.0,10.99,0.14,4170.94,0.34,0
64,10855.27,mortgage,retired,43125.0,10.99,0.28,3039.47,0.28,0
61,28514.94,rent,retired,30000.0,13.79,0.08,7984.18,0.28,0
67,25298.45,rent,retired,33750.0,10.59,0.09,7336.55,0.29,0
70,8565.99,mortgage,retired,24750.0,14.42,0.18,1541.88,0.18,1
70,14138.04,mortgage,retired,26250.0,5.99,0.11,1555.18,0.11,1
73,11623.07,mortgage,retired,3750.0,15.27,0.02,232.46,0.02,1
61,16961.64,mortgage,retired,13125.0,6.03,0.06,1017.7,0.06,1
68,18118.29,mortgage,retired,56250.0,10.99,0.19,3442.47,0.19,1
61,14732.86,own,retired,22500.0,9.99,0.09,1325.96,0.09,1
72,22575.78,mortgage,retired,37500.0,7.49,0.13,2934.85,0.13,1
68,12484.03,rent,retired,18000.0,13.22,0.09,3620.37,0.29,0
66,20262.26,rent,retired,20625.0,9.38,0.08,5673.43,0.28,0
74,19096.61,rent,retired,22500.0,8.9,0.09,5538.02,0.29,0
67,16500.58,rent,retired,11250.0,11.89,0.04,3960.14,0.24,1
74,8072.69,rent,retired,24750.0,11.01,0.19,3148.35,0.39,0
70,18855.68,mortgage,retired,45000.0,7.37,0.2,3771.14,0.2,1
61,9970.24,mortgage,retired,13593.75,6.92,0.09,897.32,0.09,1
66,11179.25,rent,retired,33750.0,11.01,0.2,4471.7,0.4,0
71,21568.51,mortgage,retired,37500.0,8.0,0.14,3019.59,0.14,1
65,48312.21,rent,retired,30000.0,11.99,0.05,12078.05,0.25,1
63,45190.35,rent,retired,37500.0,7.88,0.07,12201.4,0.27,0
66,12561.95,own,retired,18750.0,11.71,0.12,1507.43,0.12,1
73,13899.45,rent,retired,29250.0,12.69,0.14,4725.81,0.34,0
72,14861.94,rent,retired,20625.0,8.94,0.08,4161.34,0.28,0
63,21226.99,rent,retired,30000.0,11.14,0.11,6580.37,0.31,0
61,16071.37,mortgage,retired,38625.0,6.99,0.17,2732.13,0.17,1
69,40690.14,rent,retired,75000.0,15.27,0.13,13427.75,0.33,0
71,8555.81,rent,retired,6562.5,15.7,0.06,2224.51,0.26,0
66,19232.8,rent,retired,22500.0,7.88,0.07,5192.86,0.27,0
67,10363.94,mortgage,retired,26062.5,7.74,0.18,1865.51,0.18,1
61,17117.83,mortgage,retired,20625.0,7.14,0.07,1198.25,0.07,1
64,17567.98,rent,retired,15000.0,10.99,0.06,4567.67,0.26,0
60,11322.17,rent,retired,18750.0,10.83,0.1,3396.65,0.3,0
66,13118.63,rent,retired,45000.0,13.11,0.21,5378.64,0.41,0
67,8523.94,rent,retired,19875.0,17.99,0.14,2898.14,0.34,0
72,22601.72,rent,retired,31875.0,11.01,0.11,7006.53,0.31,0
65,19293.27,mortgage,retired,48750.0,13.85,0.19,3665.72,0.19,1
64,19627.86,rent,retired,18750.0,11.11,0.07,5299.52,0.27,0
74,15924.71,rent,retired,15000.0,10.59,0.08,4458.92,0.28,0
65,7577.98,own,retired,18750.0,10.95,0.17,1288.26,0.17,1
74,16319.52,mortgage,retired,45000.0,11.01,0.18,2937.51,0.18,1
61,14668.35,mortgage,retired,30000.0,16.0,0.16,2346.94,0.16,1
60,6978.02,rent,retired,15750.0,11.01,0.14,2372.53,0.34,0
66,9591.12,rent,retired,19875.0,15.23,0.17,3548.72,0.37,0
66,12106.24,rent,retired,41250.0,14.61,0.2,4842.49,0.4,0
69,16687.83,rent,retired,30000.0,13.49,0.15,5840.74,0.35,0
70,5571.02,rent,retired,9000.0,15.62,0.1,1671.31,0.3,0
69,18382.24,rent,retired,30000.0,13.16,0.13,6066.14,0.33,0
73,5119.28,rent,retired,26625.0,9.99,0.37,2917.99,0.57,0
61,13710.38,rent,retired,33750.0,9.99,0.2,5484.15,0.4,0
61,17141.55,rent,retired,90000.0,14.84,0.32,8913.61,0.52,0
60,18795.32,mortgage,retired,30000.0,5.42,0.12,2255.44,0.12,1
69,15207.71,rent,retired,30000.0,11.36,0.16,5474.78,0.36,0
67,16393.86,rent,retired,15000.0,7.4,0.07,4426.34,0.27,0
74,4321.05,rent,retired,13500.0,8.32,0.23,1858.05,0.43,0
67,25741.9,rent,retired,75000.0,14.96,0.22,10811.6,0.42,0
60,17186.98,mortgage,retired,40500.0,7.88,0.16,2749.92,0.16,1
71,6393.3,rent,retired,20250.0,15.23,0.23,2749.12,0.43,0
70,6533.25,rent,retired,31875.0,9.99,0.36,3658.62,0.56,0
67,22051.14,rent,retired,90000.0,7.9,0.33,11687.11,0.53,0
68,14582.89,mortgage,retired,43875.0,12.87,0.18,2624.92,0.18,1
73,15028.94,rent,retired,24000.0,20.0,0.1,4508.68,0.3,0
63,25785.3,rent,retired,75000.0,10.99,0.24,11345.53,0.44,0
60,26710.12,rent,retired,26250.0,14.84,0.08,7478.83,0.28,0
60,19152.78,mortgage,retired,56250.0,7.49,0.2,3830.56,0.2,1
62,16326.67,own,retired,45000.0,6.03,0.2,3265.33,0.2,1
74,9740.74,mortgage,retired,12187.5,6.99,0.08,779.26,0.08,1
73,3601.82,rent,retired,12000.0,11.49,0.21,1476.75,0.41,0
64,18229.39,rent,retired,45000.0,7.29,0.17,6744.88,0.37,0
64,13025.81,rent,retired,63750.0,7.66,0.33,6903.68,0.53,0
68,27215.51,rent,retired,15000.0,13.48,0.04,6531.72,0.24,1
69,9210.35,rent,retired,5625.0,11.48,0.04,2210.49,0.24,1
73,14135.89,mortgage,retired,30000.0,7.88,0.18,2544.46,0.18,1
71,16616.91,own,retired,56250.0,11.01,0.28,4652.74,0.28,0
61,10448.71,mortgage,retired,30000.0,11.01,0.22,2298.72,0.22,1
61,14108.45,rent,retired,33750.0,14.54,0.17,5220.13,0.37,0
65,19598.96,rent,retired,22500.0,15.23,0.08,5487.71,0.28,0
74,16839.01,mortgage,retired,7500.0,12.69,0.04,673.56,0.04,1
68,15074.95,rent,retired,40500.0,5.42,0.2,6029.98,0.4,0
60,8114.96,rent,retired,15000.0,15.23,0.12,2596.79,0.32,0
68,33156.55,rent,retired,18750.0,14.96,0.05,8289.14,0.25,1
68,30140.14,rent,retired,11250.0,5.79,0.03,6932.23,0.23,1
72,13610.95,rent,retired,18750.0,16.32,0.11,4219.39,0.31,0
68,6871.4,rent,retired,21000.0,8.9,0.23,2954.7,0.43,0
64,20207.14,mortgage,retired,30000.0,13.49,0.11,2222.79,0.11,1
72,21606.5,rent,retired,75000.0,10.99,0.24,9506.86,0.44,0
74,9892.8,own,retired,28125.0,11.01,0.23,2275.34,0.23,1
68,20100.41,rent,retired,18000.0,6.92,0.07,5427.11,0.27,0
70,15985.65,rent,retired,75000.0,10.83,0.28,7673.11,0.48,0
63,22005.61,rent,retired,26250.0,10.0,0.07,5941.51,0.27,0
61,5386.99,mortgage,retired,17812.5,13.85,0.22,1185.14,0.22,1
72,14810.65,rent,retired,24750.0,8.0,0.13,4887.52,0.33,0
65,18940.86,rent,retired,27000.0,17.58,0.12,6061.08,0.32,0
73,5269.2,rent,retired,16875.0,10.38,0.2,2107.68,0.4,0
63,13472.74,mortgage,retired,40312.5,12.84,0.22,2964.0,0.22,1
65,5751.02,rent,retired,11250.0,15.99,0.13,1897.84,0.33,0
62,24829.79,rent,retired,75000.0,14.42,0.25,11173.41,0.45,0
65,20707.92,rent,retired,45000.0,11.01,0.17,7661.93,0.37,0
61,14918.01,rent,retired,18750.0,10.99,0.1,4475.4,0.3,0
61,19236.79,rent,retired,18750.0,7.14,0.07,5193.93,0.27,0
72,16401.83,rent,retired,28125.0,10.38,0.12,5248.59,0.32,0
68,12514.06,rent,retired,18750.0,11.91,0.1,3754.22,0.3,0
66,16445.53,rent,retired,23718.75,7.51,0.09,4769.2,0.29,0
62,18926.59,rent,retired,18000.0,9.88,0.08,5299.45,0.28,0
72,18714.29,own,retired,49500.0,12.42,0.21,3930.0,0.21,1
70,28380.72,rent,retired,18750.0,10.99,0.06,7378.99,0.26,0
60,30387.12,rent,retired,25781.25,11.86,0.07,8204.52,0.27,0
67,8825.81,rent,retired,14250.0,7.9,0.12,2824.26,0.32,0
73,19505.36,rent,retired,63000.0,11.01,0.25,8777.41,0.45,0
65,32596.7,rent,retired,67500.0,7.51,0.17,12060.78,0.37,0
66,11039.17,mortgage,retired,52500.0,9.38,0.38,4194.89,0.38,0
68,12672.27,rent,retired,26250.0,7.29,0.13,4181.85,0.33,0
64,14026.31,mortgage,retired,20625.0,6.17,0.1,1402.63,0.1,1
74,7088.29,rent,retired,31875.0,11.71,0.28,3402.38,0.48,0
60,18720.22,mortgage,retired,24000.0,8.49,0.11,2059.22,0.11,1
71,10080.12,rent,retired,18750.0,11.12,0.14,3427.24,0.34,0
69,17883.71,mortgage,retired,21187.5,7.66,0.08,1430.7,0.08,1
66,14613.76,rent,retired,24375.0,5.99,0.13,4822.54,0.33,0
74,11578.21,rent,retired,31875.0,7.88,0.2,4631.29,0.4,0
64,18338.68,mortgage,retired,45000.0,10.0,0.17,3117.58,0.17,1
62,4143.58,rent,retired,17812.5,14.61,0.26,1906.05,0.46,0
71,18843.86,own,retired,3750.0,8.59,0.01,188.44,0.01,1
72,20464.62,rent,retired,22500.0,11.49,0.08,5730.09,0.28,0
68,10880.75,rent,retired,18750.0,14.17,0.13,3590.65,0.33,0
60,16315.76,mortgage,retired,18750.0,7.51,0.08,1305.26,0.08,1
60,42635.63,rent,retired,26250.0,8.49,0.05,10658.91,0.25,1
60,18152.4,rent,retired,68437.5,17.56,0.27,8531.63,0.47,0
62,9958.64,rent,retired,11250.0,19.29,0.08,2788.42,0.28,0
71,18679.72,mortgage,retired,57000.0,10.99,0.24,4483.13,0.24,1
65,8695.12,mortgage,retired,36750.0,7.29,0.29,2521.59,0.29,0
69,12953.35,rent,retired,18750.0,11.01,0.09,3756.47,0.29,0
70,15930.33,rent,retired,62250.0,14.18,0.23,6850.04,0.43,0
62,15240.73,mortgage,retired,45000.0,13.79,0.23,3505.37,0.23,1
67,30014.18,rent,retired,22500.0,13.92,0.06,7803.69,0.26,0
73,17961.08,rent,retired,11250.0,12.68,0.05,4490.27,0.25,1
73,18065.26,mortgage,retired,7500.0,6.03,0.03,541.96,0.03,1
69,8650.84,rent,retired,5437.5,15.58,0.04,2076.2,0.24,1
61,6857.86,rent,retired,22500.0,11.01,0.19,2674.56,0.39,0
73,13800.72,own,retired,26250.0,9.63,0.13,1794.09,0.13,1
68,20785.14,own,retired,24375.0,13.22,0.09,1870.66,0.09,1
62,8255.69,own,retired,28125.0,11.01,0.23,1898.81,0.23,1
64,18977.53,mortgage,retired,37500.0,6.03,0.14,2656.85,0.14,1
69,24058.41,mortgage,retired,27843.75,6.03,0.09,2165.26,0.09,1
67,18256.84,mortgage,retired,37500.0,8.9,0.14,2555.96,0.14,1
61,17331.12,mortgage,retired,5625.0,13.79,0.02,346.62,0.02,1
65,35318.28,rent,retired,17250.0,8.49,0.04,8476.39,0.24,1
71,21481.14,rent,retired,60000.0,11.89,0.19,8377.64,0.39,0
64,21841.75,rent,retired,30000.0,9.63,0.1,6552.53,0.3,0
72,13220.9,mortgage,retired,42375.0,12.69,0.26,3437.43,0.26,0
69,19942.72,mortgage,retired,18843.75,7.49,0.08,1595.42,0.08,1
68,10662.34,mortgage,retired,13500.0,11.71,0.08,852.99,0.08,1
71,9384.9,rent,retired,7500.0,13.23,0.07,2533.92,0.27,0
64,16044.14,rent,retired,22500.0,16.07,0.1,4813.24,0.3,0
61,10441.22,mortgage,retired,18750.0,5.99,0.12,1252.95,0.12,1
64,7820.57,rent,retired,31875.0,7.9,0.28,3753.87,0.48,0
74,9001.07,rent,retired,16875.0,17.99,0.16,3240.38,0.36,0
71,15169.8,rent,retired,30000.0,12.18,0.14,5157.73,0.34,0
63,16096.55,rent,retired,21000.0,7.29,0.09,4668.0,0.29,0
74,13580.6,own,retired,30000.0,10.38,0.16,2172.9,0.16,1
70,8948.71,rent,retired,18750.0,14.96,0.13,2953.07,0.33,0
66,8349.22,rent,retired,18750.0,14.54,0.14,2838.74,0.34,0
65,21797.28,rent,retired,30000.0,13.79,0.08,6103.24,0.28,0
73,10721.54,mortgage,retired,7312.5,7.37,0.04,428.86,0.04,1
61,17119.0,mortgage,retired,18750.0,14.27,0.07,1198.33,0.07,1
71,14118.66,mortgage,retired,24000.0,7.29,0.11,1553.05,0.11,1
70,10359.45,rent,retired,30000.0,9.91,0.22,4350.97,0.42,0
70,17165.39,rent,retired,30000.0,12.21,0.11,5321.27,0.31,0
72,45402.28,rent,retired,30750.0,6.99,0.05,11350.57,0.25,1
64,10876.83,rent,retired,12375.0,8.49,0.09,3154.28,0.29,0
66,16064.75,mortgage,retired,85500.0,17.27,0.37,5943.96,0.37,0
70,22607.4,rent,retired,82500.0,11.01,0.27,10625.48,0.47,0
66,10099.04,rent,retired,60000.0,6.03,0.37,5756.45,0.57,0
74,8074.34,own,retired,9375.0,11.71,0.07,565.2,0.07,1
64,12620.37,rent,retired,24000.0,11.01,0.11,3912.31,0.31,0
71,6482.83,own,retired,28125.0,11.01,0.27,1750.36,0.27,0
74,11370.68,rent,retired,69375.0,7.66,0.4,6822.41,0.6,0
68,13109.64,rent,retired,18750.0,14.22,0.09,3801.8,0.29,0
63,13857.6,rent,retired,93750.0,12.23,0.41,8453.14,0.61,0
70,8521.64,rent,retired,9000.0,13.72,0.06,2215.63,0.26,0
